,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
204,이즈리얼,승리,16분 38초,회복,점멸,치명적 속도,영감,3/1/5,8.00,10,137,8.2,38%,속도의 장화,마나무네,-,삼위일체,-,-
205,이즈리얼,승리,28분 52초,회복,점멸,치명적 속도,영감,3/3/11,4.67,13,166,5.8,50%,명석함의 아이오니아 장화,무라마나,삼위일체,처형인의 대검,롱소드,도란의 검
206,세트,패배,29분 21초,점화,점멸,프로토타입: 마법의 돌,마법,3/7/6,1.29,11,24,0.8,69%,신속의 장화,충전형 물약,제어 와드,타곤 산의 방벽,망령의 두건,망자의 갑옷
207,알리스타,패배,29분 36초,탈진,점멸,여진,영감,2/6/9,1.83,12,24,0.8,42%,신속의 장화,타곤 산의 방벽,강철의 솔라리 펜던트,정당한 영광,제어 와드,-
208,미스 포츈,승리,28분 52초,회복,점멸,집중 공격,마법,6/3/8,4.67,14,191,6.6,39%,광전사의 군화,망가진 초시계,충전형 물약,정수 약탈자,무한의 대검,도란의 검
209,라칸,승리,20분 10초,점화,점멸,수호자,지배,1/0/12,Perfect,10,25,1.2,50%,헤르메스의 발걸음,타곤 산의 방벽,제어 와드,지크의 융합,금지된 우상,-
210,알리스타,승리,33분 35초,점화,점멸,여진,영감,6/2/21,13.50,15,25,0.7,75%,신속의 장화,타곤 산의 방벽,정당한 영광,기사의 맹세,쇠사슬 조끼,음전자 망토
211,유미,패배,15분 43초,회복,탈진,콩콩이 소환,정밀,0/1/3,3.00,8,3,0.2,50%,아테나의 부정한 성배,얼음 송곳니,-,-,-,-
212,유미,패배,33분 43초,회복,탈진,콩콩이 소환,정밀,0/6/15,2.50,15,11,0.3,38%,아테나의 부정한 성배,얼음 정수의 파편,구원,제어 와드,불타는 향로,-
213,유미,승리,37분 15초,회복,탈진,콩콩이 소환,정밀,3/3/28,10.33,16,4,0.1,74%,금지된 우상,얼음 정수의 파편,구원,마법무효화의 망토,불타는 향로,아테나의 부정한 성배
214,유미,승리,27분 37초,회복,탈진,콩콩이 소환,정밀,4/0/25,Perfect,14,3,0.1,85%,불타는 향로,얼음 정수의 파편,미카엘의 도가니,제어 와드,아테나의 부정한 성배,-
215,세트,패배,24분 48초,점화,점멸,프로토타입: 마법의 돌,마법,1/7/8,1.29,10,24,1.0,39%,신속의 장화,망가진 초시계,타곤 산의 방패,마법무효화의 망토,거인의 허리띠,쇠사슬 조끼
216,세트,승리,25분 3초,점화,점멸,프로토타입: 마법의 돌,마법,1/2/9,5.00,11,32,1.3,37%,헤르메스의 발걸음,망가진 초시계,타곤 산의 방벽,제어 와드,망자의 갑옷,마법무효화의 망토
217,세트,패배,22분 52초,점화,점멸,프로토타입: 마법의 돌,마법,2/4/5,1.75,9,28,1.2,50%,신속의 장화,초시계,타곤 산의 방패,제어 와드,거인의 허리띠,쇠사슬 조끼
218,세트,승리,31분 10초,점화,점멸,프로토타입: 마법의 돌,마법,3/0/17,Perfect,14,30,1.0,67%,신속의 장화,망가진 초시계,타곤 산의 방벽,제어 와드,망자의 갑옷,기사의 맹세
219,이즈리얼,패배,29분 2초,회복,점멸,정복자,영감,1/4/3,1.00,12,182,6.3,29%,속도의 장화,빌지워터의 해적검,무라마나,얼어붙은 건틀릿,단검,도란의 검
