,champion,win,time,spell1,spell2,rune1,rune2,kill,death,assist,kda,lv,cs,cspm,kp,item1,item2,item3,item4,item5,item6
89,60,0,1992,11,4,8128,8300,4,5,4,1.60,14,26,0.8,33,1058,2031,1058,3151,1402,3020
90,64,0,2213,11,4,8010,8300,4,8,13,2.12,15,24,0.7,50,3812,1028,2055,3071,1412,3047
91,60,1,925,11,4,8128,8300,7,0,4,13.20,10,11,0.7,52,0,2031,2055,3151,1402,3020
92,60,0,1901,11,4,8128,8300,8,6,7,2.50,15,31,1.0,71,3151,2420,2055,3165,1402,3020
93,60,0,2486,11,4,8128,8300,8,8,13,2.62,18,63,1.5,51,3165,3157,1058,3151,1402,3020
94,60,0,916,11,4,8128,8300,1,3,3,1.33,7,11,0.7,44,1052,2031,2055,0,1402,1001
95,60,1,1542,11,4,8128,8300,10,4,6,4.00,13,20,0.8,48,0,3157,2055,3151,1402,3020
96,60,0,1772,11,4,8128,8300,2,6,10,2.00,13,40,1.4,67,2031,2421,2055,3151,1402,3020
97,60,1,1266,11,4,8128,8300,14,1,8,22.00,14,20,0.9,48,2031,2420,2055,3151,1402,3020
98,60,0,1837,11,4,8128,8300,6,9,7,1.44,13,37,1.2,50,3108,2421,2055,3089,1402,3020
99,60,1,1414,11,4,8128,8300,9,2,7,8.00,13,18,0.8,47,2031,3386,2055,1026,1402,3020
100,60,1,1812,11,4,8128,8300,9,3,1,3.33,16,15,0.5,36,1026,3157,2055,3151,1402,3020
101,30,0,2068,11,4,8128,8000,9,9,15,2.67,18,68,2.0,73,3089,3108,3907,3165,1402,3020
102,60,1,1311,11,4,8128,8300,8,3,13,7.00,13,24,1.1,52,3916,2421,2055,3151,1402,3020
103,64,1,1203,11,4,8010,8300,4,0,7,13.20,12,29,1.4,42,3044,2031,2055,1412,3071,3047
104,60,1,970,11,4,8128,8300,2,2,8,5.00,10,16,1.0,43,2031,2420,2055,3136,1402,3020
105,60,0,2137,11,4,8128,8200,5,9,4,1.00,15,36,1.0,36,1052,3157,2055,3165,1402,3020
106,60,1,1968,11,4,8128,8200,11,3,17,9.33,16,34,1.0,62,3165,3157,2055,3151,1402,3020
107,60,1,1335,11,4,8128,8200,1,1,7,8.00,13,25,1.1,44,1082,2031,0,1402,3151,1001
108,60,0,912,11,4,8128,8200,1,3,0,0.33,7,14,0.9,33,1402,2031,2055,0,0,1001
109,60,1,1715,11,4,8128,8200,6,1,16,22.00,15,23,0.8,56,3041,2421,2055,3151,1402,3020
110,60,1,933,11,4,8128,8200,8,1,6,14.00,11,20,1.3,61,0,2031,0,3151,1402,3020
111,2,0,1236,11,4,8010,8300,3,2,3,3.00,12,31,1.5,46,3801,2031,0,3071,1412,3111
112,64,0,1925,11,4,8010,8300,3,7,9,1.71,14,30,0.9,55,3105,3133,2055,3071,1412,3047
113,60,1,2167,11,4,8128,8200,16,4,15,7.75,18,55,1.5,69,3041,3157,3165,3151,1402,3020
114,60,1,1513,11,4,8128,8200,6,3,8,4.67,12,22,0.9,48,1082,2031,2055,3151,1402,3020
115,64,1,1788,11,4,8010,8300,7,7,16,3.29,15,26,0.9,52,3105,3077,2055,3071,1412,3111
116,20,0,1865,11,4,8230,8000,2,10,15,1.70,14,36,1.2,55,3082,3152,1011,1031,1413,3047
117,60,1,1317,11,4,8112,8200,3,1,14,17.00,12,27,1.2,55,0,2031,2055,3151,1402,3020
118,60,0,1624,11,4,8128,8200,7,7,6,1.86,13,16,0.6,62,2421,3108,2055,3151,1402,3020
119,64,0,2565,11,4,8010,8300,7,7,13,2.86,18,57,1.3,59,3812,3053,2055,3071,1412,3111
120,64,1,1036,11,4,8010,8300,4,1,7,11.00,11,17,1.0,52,3067,2031,2055,3044,1412,2422
121,60,1,1424,11,4,8128,8200,10,3,7,5.67,14,20,0.8,77,3136,3157,2055,1026,1402,3020
122,60,1,1300,11,4,8128,8200,10,2,15,12.50,12,20,0.9,81,2421,3191,2055,3151,1402,3020
123,60,1,1225,11,4,8128,8200,2,2,5,3.50,11,8,0.4,41,0,2421,2055,2031,1402,3020
124,60,1,1747,11,4,8128,8200,13,6,14,4.50,14,28,1.0,59,0,3157,0,3151,1402,3020
125,64,0,1495,11,4,8010,8300,5,5,4,1.80,12,31,1.2,53,3133,2031,2055,3071,1412,3111
126,99,1,2246,21,4,8465,8200,8,3,26,11.33,17,42,1.1,72,3504,3222,3853,3107,3174,3158
127,60,0,1645,11,4,8128,8200,3,5,4,1.40,13,43,1.6,58,0,3157,2031,0,1402,3020
128,60,1,1310,11,4,8128,8200,4,3,11,5.00,12,7,0.3,65,2031,2421,2055,3151,1402,3020
129,64,0,1466,11,4,8010,8300,9,5,7,3.20,14,32,1.3,76,3812,3155,2055,3071,1412,3111
130,60,1,1218,11,4,8128,8200,5,4,11,4.00,11,19,0.9,52,1052,2031,2055,3151,1402,3020
131,64,0,1817,11,4,8010,8300,3,6,4,1.17,14,14,0.5,35,3105,3133,2055,3071,1412,3111
132,64,1,1333,11,4,8128,8200,7,0,10,20.40,13,13,0.6,55,3123,2031,0,3071,1412,3111
133,60,0,2016,11,4,8128,8200,4,13,10,1.08,14,32,1.0,37,0,3157,2055,3102,1402,3117
134,64,1,1833,11,4,8010,8300,11,5,11,4.40,16,27,0.9,69,3812,2421,2055,3071,1412,3111
135,60,0,1107,11,4,8128,8200,2,4,4,1.50,10,26,1.4,55,1028,2031,2055,1052,1402,3020
136,60,1,1638,11,4,8128,8200,7,2,14,10.50,15,21,0.8,58,3916,2420,2055,3151,1402,3020
137,60,1,1505,11,4,8128,8200,10,3,11,7.00,13,20,0.8,62,3191,2421,2055,3151,1402,3020
138,64,1,1654,11,4,8010,8300,8,2,10,9.00,14,44,1.6,60,3812,0,2055,3071,1412,3111
139,60,1,1985,11,4,8128,8200,20,6,11,5.17,17,16,0.5,63,3165,3157,1058,3151,1402,3020
140,60,0,2225,11,4,8128,8200,8,11,8,1.45,16,27,0.7,50,1026,3157,3108,3151,1402,3020
141,60,1,1255,11,4,8128,8200,8,3,6,4.67,11,22,1.1,64,2031,2421,2055,3151,1402,3020
142,60,1,1887,11,4,8128,8200,15,3,20,11.67,17,35,1.1,73,3151,3157,1058,3165,1402,3020
143,60,0,2075,11,4,8128,8200,14,8,10,3.00,16,53,1.5,77,3165,3157,0,3089,1402,3020
144,60,1,1776,11,4,8128,8200,5,1,8,13.00,14,18,0.6,50,3101,3157,2055,3108,1402,3020
145,60,0,1497,11,4,8128,8200,1,5,7,1.60,12,32,1.3,57,3101,2031,2055,3108,1402,3020
146,64,0,1329,11,4,8010,8300,2,7,1,0.43,10,4,0.2,38,1036,2031,2055,3071,1412,2422
147,64,0,1697,11,4,8010,8300,7,5,4,2.20,13,20,0.7,37,3105,3133,2055,3071,1412,3111
148,64,1,2820,11,4,8010,8300,12,7,16,4.00,18,35,0.7,64,3812,3053,2055,3071,1412,3111
149,60,1,1705,11,4,8128,8200,7,1,8,15.00,14,27,1.0,37,0,3157,2055,3165,1402,3020
150,64,1,1122,11,4,8010,8300,8,0,4,14.40,12,14,0.7,71,1033,2031,2055,1412,3071,3047
151,98,0,1571,12,4,8437,8100,3,6,1,0.67,13,137,5.2,27,3067,2031,1054,3068,3194,3111
152,157,0,2025,7,4,8021,8100,10,7,17,3.86,16,240,7.1,64,3812,3140,3036,3031,3046,3006
153,81,0,1680,7,4,8010,8300,7,7,5,1.71,13,179,6.4,67,3123,1053,3105,3025,3042,3158
154,81,0,1234,7,4,8010,8300,6,3,2,2.67,12,128,6.2,67,1055,3078,3123,1083,3004,3158
155,22,1,1284,7,4,8008,8300,3,3,7,3.33,13,174,8.1,43,0,3153,0,0,3085,3006
156,22,1,2657,7,4,8008,8300,13,5,17,6.00,18,287,6.5,65,3046,3153,3139,3031,3033,3006
157,22,1,1874,1,4,8008,8300,6,6,17,3.83,16,193,6.2,61,1037,3153,3139,3123,3085,3006
158,92,0,1650,14,4,8010,8300,9,4,5,3.50,15,168,6.1,70,1055,3812,1037,3071,3508,3111
159,84,1,1445,12,4,8021,8100,7,4,4,2.75,14,175,7.3,37,1026,3146,3157,1052,1054,3020
160,53,0,1677,14,4,8439,8300,2,5,13,3.00,12,24,0.9,58,3857,3024,2055,3109,3050,3117
161,60,1,1635,11,4,8128,8200,3,2,10,6.50,14,16,0.6,43,2421,3191,2055,3165,1402,3020
162,81,1,1722,7,4,8010,8300,5,3,5,3.33,14,207,7.2,37,1055,3812,3123,3025,3042,3158
163,84,0,1258,12,4,8010,8100,3,4,0,0.75,12,130,6.2,43,2003,3146,3916,0,1054,3020
164,245,1,2036,11,4,8128,8300,11,7,14,3.57,15,45,1.3,78,2055,3152,3157,3089,1402,3020
165,84,0,1654,12,4,8010,8100,12,7,1,1.86,15,174,6.3,57,0,3146,3157,3089,1054,3020
166,84,1,1541,12,4,8010,8100,9,4,3,3.00,13,129,5.0,50,2031,3146,2420,0,3165,1001
167,84,0,1536,12,4,8010,8100,6,3,4,3.33,14,151,5.9,48,2055,3146,3157,1026,1054,3020
168,53,1,1438,14,4,8439,8300,4,1,11,15.00,12,27,1.1,42,3109,3082,2055,3857,3050,3117
169,164,0,2042,12,4,8437,8300,11,10,10,2.10,16,150,4.4,62,3052,3077,1028,3812,3078,3111
170,84,1,970,12,4,8010,8100,5,2,0,2.50,10,97,6.0,25,1052,3146,2420,1056,1026,3020
171,84,1,1282,12,4,8010,8100,8,2,3,5.50,13,157,7.3,41,1058,3146,2420,1052,1056,3020
172,98,0,1529,12,4,8437,8100,2,5,6,1.60,13,137,5.4,47,3076,1054,2055,3211,3068,3047
173,60,1,1684,11,4,8128,8200,14,2,3,8.50,15,38,1.4,39,3108,2421,2031,3165,1402,3117
174,84,0,925,12,4,8010,8100,1,5,2,0.60,10,68,4.4,27,1052,3144,2031,3145,1054,1001
175,84,1,2228,12,4,8010,8100,10,8,7,2.12,17,195,5.3,47,0,3146,3157,3089,3165,3020
176,84,1,1477,14,4,8021,8100,11,0,4,18.00,14,144,5.8,54,3165,3146,2031,1054,3191,3020
177,64,1,1446,11,4,8010,8300,8,3,6,4.67,12,10,0.4,54,0,0,2055,3071,1412,3111
178,236,1,2352,12,4,8005,8200,6,8,8,1.75,18,225,5.7,36,3123,3389,0,3031,3508,3006
179,98,1,1837,12,4,8437,8100,6,2,13,9.50,16,167,5.5,59,1054,3194,3067,3742,3068,3111
180,84,0,2039,14,12,8010,8100,11,10,3,1.40,17,205,6.0,42,1058,3146,2421,3165,3041,3020
181,98,1,1865,12,4,8437,8100,5,3,23,9.33,17,150,4.8,61,3211,3748,0,0,3068,3111
182,84,1,1937,14,12,8010,8100,14,4,4,4.50,17,193,6.0,42,3191,3146,2421,3089,3165,3020
183,84,1,1320,14,12,8010,8100,8,6,10,3.00,12,83,3.8,49,2031,3146,1056,3916,1026,3020
184,84,1,2137,14,12,8010,8100,6,7,4,1.43,15,161,4.5,27,2420,3146,3157,1054,3165,3020
185,53,1,1437,14,4,8439,8300,6,2,14,10.00,11,25,1.0,61,3105,1033,3857,3109,3050,3117
186,84,0,1683,12,4,8010,8100,20,3,5,8.33,16,175,6.2,69,1058,3146,3157,1026,3165,3020
187,84,1,1260,12,4,8021,8100,8,3,1,3.00,13,141,6.7,33,0,3146,2055,1054,3165,3020
188,98,0,1602,12,4,8437,8100,7,5,5,2.40,14,139,5.2,75,1054,3067,3211,3068,3022,3111
189,84,1,2525,12,4,8010,8100,19,8,6,3.12,18,208,4.9,48,3089,3146,3157,3151,3165,3020
190,92,1,1853,12,4,8010,8300,13,4,6,4.75,18,206,6.7,39,3053,2420,3812,3508,3071,3111
191,30,0,1638,11,4,8128,8000,4,7,12,2.29,14,24,0.9,73,1058,2420,2055,3165,1402,3020
192,30,1,2093,11,4,8128,8000,11,4,4,3.75,18,47,1.3,58,3102,2420,3165,3089,1402,3020
193,236,0,1971,12,4,8005,8200,7,5,3,2.00,16,245,7.5,36,3123,3153,3026,0,3508,3006
194,236,1,2273,12,4,8005,8200,11,7,8,2.71,18,212,5.6,53,3155,3153,3140,3508,3033,3111
195,236,1,1663,12,4,8005,8300,13,3,5,6.00,16,200,7.2,51,1055,3153,1033,3508,3031,3006
196,236,1,911,12,4,8005,8200,0,3,2,0.67,10,101,6.7,12,2031,3153,2055,0,1055,0
197,236,0,1583,12,4,8005,8100,6,3,5,3.67,14,173,6.6,58,3508,3153,3140,0,0,3006
198,236,1,1299,12,4,8005,8100,9,2,1,5.00,14,171,7.9,48,0,3153,3508,1055,0,3006
199,81,1,1784,7,4,8008,8300,11,1,8,19.00,15,197,6.6,66,1055,3153,1033,3078,3042,3158
200,60,0,2391,11,4,8112,8200,5,7,9,2.00,15,68,1.7,44,3136,3157,2055,3165,1402,3020
201,51,0,1836,7,4,8008,8200,0,5,5,1.00,14,227,7.4,38,1055,2031,1018,3094,3031,3006
202,202,1,1858,1,4,8021,8200,7,2,10,8.50,15,196,6.3,47,1055,1033,3094,3031,3095,3009
203,64,1,1439,11,4,8010,8300,8,0,6,16.80,13,17,0.7,70,3155,2420,2031,3071,1412,3111
204,60,0,2882,11,4,8112,8200,5,8,11,2.00,17,87,1.8,41,3151,3157,2055,3165,1402,3020
205,245,0,1194,11,4,8128,8200,8,4,2,2.50,11,51,2.6,62,1058,3152,2031,1058,1402,3020
206,81,0,1541,1,4,8010,8300,4,4,3,1.75,12,170,6.6,47,1055,3144,1042,3025,3042,3158
207,81,1,1249,7,4,8010,8300,6,0,7,15.60,12,140,6.7,46,1055,3044,1053,3057,3042,3158
208,81,1,1885,7,4,8010,8200,9,7,11,2.86,15,197,6.3,62,3812,0,1055,3042,3078,3158
209,236,1,1771,7,4,8005,8200,12,4,6,4.50,16,168,5.7,42,3508,3153,3031,1055,1055,3006
210,157,0,1306,14,4,8021,8100,1,6,2,0.50,12,117,5.4,30,1055,2031,1055,3105,3046,3006
211,53,1,2097,14,4,8465,8300,0,10,12,1.20,14,39,1.1,48,3857,2420,2055,3050,3109,3117
212,30,1,1527,11,4,8128,8000,12,4,7,4.75,16,80,3.1,54,3165,3907,0,3089,1402,3020
213,64,0,1302,11,4,8010,8300,6,3,2,2.67,11,39,1.8,67,2031,2421,2055,3071,1400,3111
214,875,0,1403,11,4,8230,8300,4,3,2,2.00,11,38,1.6,50,0,2031,2055,3742,1401,3111
215,60,1,2048,11,4,8112,8200,6,9,12,2.00,16,41,1.2,42,3136,3157,0,3165,1402,3020
216,92,0,2227,14,4,8010,8300,4,6,7,1.83,18,211,5.7,29,3053,3812,3067,3123,3508,3111
217,777,0,1210,12,4,8010,8100,1,7,4,0.71,12,119,5.9,62,1055,1053,0,1018,3046,3006
218,876,0,1447,11,4,8128,8300,5,6,3,1.33,13,37,1.5,50,3116,3136,2055,1026,1402,3111
219,517,1,1588,14,4,8010,8300,8,3,5,4.33,14,177,6.7,41,2033,3030,3157,2055,3916,3111
220,157,0,1579,14,4,8021,8100,4,5,1,1.00,15,230,8.7,50,1055,3105,1053,3031,3046,3006
221,39,1,1593,14,4,8010,8300,6,5,5,2.20,13,171,6.4,48,2420,3153,2033,0,3078,3047
222,517,0,2365,14,4,8010,8300,6,9,10,1.78,18,183,4.6,50,3057,3030,3157,3113,3165,3020
223,32,0,1385,11,4,8112,8200,5,1,1,6.00,12,32,1.4,50,3916,3157,2031,1026,1402,3020
224,157,0,2115,14,4,8010,8100,7,9,8,1.67,18,294,8.3,52,3140,3153,3026,3031,3046,3006
225,777,1,1492,14,4,8021,8100,17,2,6,11.50,15,177,7.1,62,1055,2421,3812,3046,3031,3006
226,157,0,1328,14,4,8021,8100,2,4,3,1.25,14,178,8.0,62,1055,1018,1038,1055,3087,3006
227,157,0,1961,14,4,8021,8100,16,8,4,2.50,17,218,6.7,48,3812,1055,3053,3087,3031,3006
228,157,0,1494,14,4,8021,8100,2,9,8,1.11,13,142,5.7,71,1055,1028,2055,3087,3031,3006
229,517,0,1474,11,4,8010,8100,5,8,4,1.12,12,25,1.0,56,1058,2031,2055,3165,1402,3020
230,60,0,1712,11,4,8112,8200,4,5,4,1.60,13,29,1.0,40,3165,2420,2031,3108,1402,3020
231,157,0,1757,14,4,8010,8100,2,6,6,1.33,14,193,6.6,47,1036,1053,1036,3031,3046,3006
232,157,0,1180,14,4,8010,8100,8,6,0,1.33,12,125,6.4,73,1055,2031,1036,3031,3046,3006
233,157,1,1845,14,4,8021,8100,9,8,2,1.38,17,212,6.9,32,3123,3140,3812,3031,3046,3006
234,157,0,1510,14,4,8021,8100,12,7,4,2.29,15,196,7.8,62,3812,3140,3123,3031,3046,3006
235,157,0,1199,14,4,8021,8100,4,4,2,1.50,12,138,6.9,100,1036,1038,1055,3123,3087,3006
236,238,0,1175,14,4,8010,8100,5,5,2,1.40,11,91,4.6,58,0,3142,2031,1055,3147,3047
237,246,0,1619,14,4,8112,8300,2,9,6,0.89,12,136,5.0,42,2055,2033,2010,3179,3147,3009
238,157,1,558,14,4,8021,8100,3,0,3,7.20,7,67,7.2,60,0,2003,0,1055,1055,3006
239,30,1,2006,11,4,8128,8000,5,6,17,3.67,18,58,1.7,58,3089,3157,1052,3165,1402,3020
240,104,0,2011,11,4,8230,8000,8,8,6,1.75,13,72,2.1,74,3105,3133,3071,3179,1412,3111
241,777,0,1815,14,4,8010,8100,5,12,4,0.75,15,177,5.9,39,1055,1053,3123,3031,3046,3006
242,517,0,1233,11,4,8010,8100,7,4,2,2.25,11,32,1.6,75,1052,3157,2055,3067,1402,3047
243,202,0,1948,1,4,8021,8200,3,9,9,1.33,14,212,6.5,33,3095,1055,1018,3094,3031,3009
